14551495 Martha Nikos  Rice 302 BryansRoad 42585 342.00    
14553897 Kennedy Calla  Langley 282 California 32169 111.00    
14554507 Newell Kalonice  Allan 331 Essex 41801 1264.00   
14554696 Mula Dean  Ellwood 267 SouthLaurel 32057 428.00    
14554755 Kearney Aristokles  Matthews 408 Aquasco 38665 299.00    
14555404 Hawley Kerry  Willis 252 Pomfret 33737 497.00    
14555714 Hedrick Hieronymos  Searle 499 Accokeek 30265 341.00    
14556541 Hudson Titos  Barton 485 ForestGlen 15369 981.00    
14557141 Patrick Pamela  Nichols 167 Summerfield 20409 1298.00   
14557170 Simpson Josephine  Reynolds 459 Verroia 12457 463.00    
14559000 Benton James  Davie 143 Grahamtown 26345 824.00    
14559850 Peterson Susan  Swan 288 Gorman 39785 119.00    
14560390 Garis Miriam  Henry 432 FortRitchie 13241 318.00    
14561061 Georgiou Hippolytus  Busby 139 Bethesda 27913 128.00    
14561402 Drivas John  Philip 464 Bakersville 40345 807.00    
14561518 Browning Claude  Baker 293 LexingtonPark 21641 204.00    
14561593 Hardison Barry  Thatcher 301 Clinton 43481 1250.00   
14561619 Tan Clio  Whitaker 171 Kingstown 22201 765.00    
14563778 Kallis Gregory  Stewart 303 HeraldHarbor 39897 619.00    
14563800 Black Joe  Reilly 323 Konterra 39001 199.00    
14565436 Kendall Adonis  Ashley 108 CharlotteHall 16713 625.00    
14565672 Blackburn Demetria  Jeffery 127 GlenBurnie 19849 415.00    
14567072 O'Donnell Isadorios  Preston 389 Pinesburg 20185 1269.00   
14567952 Baxter Robin  Ross 103 Lanham 36201 1009.00   
14567994 Herbert Kay  Bird 251 Damascus 41353 971.00    
14568590 Moraitis Iona  Raymond 269 QueenAnne 12905 1127.00   
14569250 Michaelides Frances  Walker 119 Gapland 37993 1178.00   
14570412 Kormos Toni  Whittaker 485 TempleHills 17497 127.00    
14571242 Grimes Lawrence  Redman 430 Parsonsburg 44041 719.00    
14571585 Hogan Leslie  Coombes 306 Thessaloniki 36985 308.00    
14571737 Glaros Chloris  Henderson 404 Gapland 17049 860.00    
14571854 Galatas Wanda  Brett 460 Mitchellville 42473 840.00    
14572965 Matthews Alethea  Jarvis 480 AshtonSandySpring 39449 698.00    
14573138 Nakos Robyn  Green 308 Travilah 34745 101.00    
14573321 Scafidi Cyma  Piper 440 ForestGlen 15257 965.00    
14573576 Curry Pavlos  Curran 477 Jessup 19401 888.00    
14574131 Andreou Kay  Forrester 160 RockPoint 42249 886.00    
14574432 Ford Maxine  Hargreaves 460 Fulton 22761 842.00    
14574508 Stevens Evangeline  Cassidy 391 Greensburg 38217 1055.00   
14575740 Whitehead Demetra  Robins 217 CampSprings 12457 1010.00   
14575994 Erickson Vanessa  Kane 370 Oldtown 40345 964.00    
14576002 Bradford Galatea  Hope 191 Trikala 23545 755.00    
14576007 Stanis Kerry  Bonner 414 Fulton 42249 1203.00   
14577784 Stafford Jocasta  Ashley 471 SpringRidge 37657 637.00    
14577916 Petras Evan  Hough 255 California 29817 887.00    
14578411 Donovan Nestor  Cornish 169 Finzel 21529 1039.00   
14579954 Sawyer Aspasia  Collins 364 Deale 38665 988.00    
14579966 Holder Meredith  Evans 343 Bloomington 44489 264.00    
14580347 Thompson Glen  Moran 261 Hampton 44601 1054.00   
14580557 Boosalis Agalia  Hook 169 Worton 41241 119.00    
14581205 Triantafyllou Milton  Munro 266 Edgewood 28137 312.00    
14581273 Britt Alexandra  Nolan 314 Downsville 19065 345.00    
14581539 Fotilas Charissa  Neville 373 MountAetna 22985 880.00    
14581607 Manis Rita  Corrigan 414 Croom 33737 769.00    
14582947 Saitta Greg  Singh 254 Highland 38665 701.00    
14583163 Graves Janet  Metcalfe 210 Mayo 28137 1089.00   
14583181 Sava Warren  Baker 225 Bloomington 39113 1253.00   
14583427 Lam April  Bass 149 Elliott 28809 424.00    
14583650 Ryan Nerissa  Owens 248 Towson 27129 132.00    
14583786 Stroud Dennis  Mcgrath 202 Danville 33401 1295.00   
14583902 Hubbard Alan  Stokes 344 Tyaskin 37881 1210.00   
14584096 Rogers Callia  Bone 133 Dargan 34297 318.00    
14584152 Mills Amanda  Graham 399 Brandywine 40121 354.00    
14584424 Andreou Laurence  Draper 477 Robinwood 36201 299.00    
14584500 Gilbert Sherry  Tyler 133 Queenland 27129 772.00    
14584507 Mathews Elenitsa  Mooney 164 Pondsville 31945 813.00    
14584748 Petras Delia  Blundell 234 Clarysville 15369 848.00    
14584944 Lynch Edna  Rossi 301 Parsonsburg 12793 137.00    
14585355 Riggs Marianne  Simons 152 Bagtown 34521 410.00    
14585514 Allred Charissa  Dyer 189 QueenAnne 31049 1230.00   
14585960 Currie Venedictos  Gregory 278 SpringGap 36425 330.00    
14587050 Martinez Amy  Gillespie 460 BowlingGreen 30377 1035.00   
14588203 Browning Katie  May 308 Breathedsville 29033 821.00    
14588270 Clayton Renee  Carpenter 496 Towson 14137 277.00    
14589534 Andris Hieremias  Flynn 281 Tolchester 28585 1252.00   
14589537 Fox Karl  Ratcliffe 310 Colesville 13241 411.00    
14589844 Porter Donald  Crowe 112 Jefferson 44489 926.00    
14590078 Nevrakis Hilda  Lake 379 HeraldHarbor 45385 964.00    
14590276 Elliott Helena  Morley 370 Edgemont 18393 1011.00   
14590360 Papachristos Jennifer  Rahman 212 Lamia 29705 645.00    
14591763 Dennis Edna  Shields 411 Pylesville 20521 260.00    
14591897 Weeks Marguerite  Penn 257 Suitland 14809 930.00    
14591899 Harrington Ken  Maguire 443 Joppatowne 22201 843.00    
14593575 Johnston Carrie  Cunningham 480 Clinton 45609 754.00    
14593887 Stone Toni  Mclaughlin 268 Woodland 23769 469.00    
14594242 Bradshaw Parthenie  Crouch 404 AspenHill 13577 276.00    
14594305 Chontos Elsie  Braithwaite 381 Summerfield 37433 605.00    
14595430 Schwartz Hazel  Wall 237 Seabrook 21193 948.00    
14595917 Maris Ligia  Mckay 394 WestDenton 44713 617.00    
14596456 Vassiliadis Ellena  Robson 498 Accokeek 17497 1004.00   
14597057 Beck Marcia  Rigby 349 Riverside 23321 1258.00   
14597260 Carlton Sue  Burnett 465 Katerini 30041 204.00    
14597812 Jennings Jean  Beal 287 WalkerMill 30489 110.00    
14597901 Papandrea Lynda  Rodgers 332 BeaverCreek 31721 796.00    
14598258 Jenkins Cecil  Taylor 196 MountAetna 13801 833.00    
14598755 Korba Jason  Hodgson 242 Baden 35641 1255.00   
14599573 Sarkis Justin  Byrne 226 Fairwood 23321 1290.00   
14599744 Panagopoulos Ionia  Kelly 431 Arbutus 31609 540.00    
14600353 Farmer Koren  Bull 317 EllicottCity 31049 693.00    
14601238 Athan Loukas  Chadwick 138 Jarrettsville 32953 534.00    
14601714 Wyatt Julian  Cairns 372 Melwood 45273 1163.00   
14601996 Lekkas Dorris  Blundell 229 Ferndale 43481 650.00    
14602116 Xanthopoulos Galatea  Macrae 302 Midlothian 28025 333.00    
14602398 Kokes Emily  Gough 144 NorthBethesda 15145 646.00    
14603068 Lanier Gladys  King 341 PrinceFrederick 14137 246.00    
14603332 Whitfield Roberta  Upton 270 Pecktonville 19625 770.00    
14603485 Jernigan Parthenie  Mac 416 Crownsville 40905 709.00    
14603496 Xanthopoulos Calvin  Mellor 349 Barrelville 23321 1177.00   
14604013 Sallis Cecil  Kidd 340 Aquasco 33737 290.00    
14604365 Brown Ianthe  Coles 217 Tyaskin 28809 845.00    
14604997 Bailey Iorgos  Freeman 218 Clarysville 33849 782.00    
14606190 Pavlou Sherry  Lynch 338 SilverSpring 29705 876.00    
14606440 Farrell Miriam  Stuart 182 Kalamata 35977 224.00    
14606979 Polites Varvara  Stacey 250 MarlowHeights 32281 588.00    
14607084 Thoma Pandora  Allman 398 Jesterville 21193 638.00    
14607752 Clark Marion  Harrison 290 GoldenBeach 33513 109.00    
14608149 Morrison Rouvin  Duffy 377 BallengerCreek 42361 1031.00   
14608197 Vovos Melina  Nicol 319 HeraldHarbor 24665 1265.00   
14608227 Jacobson Philip  Anderson 292 Urbana 37545 765.00    
14608900 Bruce Leandros  Obrien 314 Gapland 35865 957.00    
14609119 Kairis Charis  Kay 477 Bishopville 31049 1051.00   
14609233 Garis Emma  Brett 422 Woodland 34185 1226.00   
14609785 Reeves Marshall  Pike 350 Detmold 33737 1148.00   
14609944 Ford Ligia  Mclaughlin 111 Derwood 25673 352.00    
14610475 Hatzidakis Agapios  Sadler 145 Timonium 38665 1265.00   
14610544 Ioannou Makarios  Kirby 190 Highland 36313 1049.00   
14610756 Kamber Judith  Wyatt 269 DamesQuarter 38329 1133.00   
14610977 Nanos Grace  Chamberlain 498 Lutherville 41577 1036.00   
14612595 Anderson Phillip  Hackett 190 Stevensville 42697 738.00    
14613275 Summers Carrie  Leech 477 Potomac 40905 294.00    
14613571 Vasilakakis Maurice  Potter 144 CharlotteHall 41913 313.00    
14613899 Campbell Dhimitrios  Denton 437 Monrovia 20073 313.00    
14614524 Hull Kerry  Plummer 334 Darlington 13465 229.00    
14614610 Patras Pam  Prosser 339 Carney 41801 600.00    
14615793 Peri Joyce  Buchanan 396 TilghmanIsland 32393 597.00    
14616516 Chan Damaris  Mackay 117 Fairlee 43369 296.00    
14617320 Sideris Melantha  Robinson 207 Choptank 25337 887.00    
14617470 Atlidakis Brian  Page 275 CabinJohn 13017 808.00    
14617543 Clark Panthea  Smart 363 Lanham 33065 977.00    
14617599 Philippidis Dionis  Reid 302 LangleyPark 33065 1236.00   
14618363 Antonopoulos Theodore  Duffy 240 CoralHills 33513 1214.00   
14618602 Pollock Aillios  David 443 QueenAnne 16825 356.00    
14619542 Kenney Christiano  Glover 464 Jugtown 27913 595.00    
14619794 Shepherd Howard  Keeling 381 PrinceFrederick 14025 1013.00   
14619930 Brantley Louis  Kent 334 Friendship 37545 296.00    
14620674 Kanas Damianos  Anderson 395 DamesQuarter 33849 782.00    
14621223 Marks Cleopatra  Pemberton 490 NorthKensington 29705 829.00    
14621829 Metaxas Gina  Reid 428 Arnold 26793 1045.00   
14622119 Hamrick Suzanne  Irving 469 Tolchester 45161 624.00    
14622407 Schaefer Thanos  Robbins 482 PotomacHeights 43929 231.00    
14622710 Honeycutt Cynthia  Porter 121 BallengerCreek 40681 992.00    
14623016 Rallis Shelley  Needham 104 Cresaptown 36649 1081.00   
14623053 Harrington Kara  Kennedy 326 Fairplay 38889 714.00    
14623703 Crews Francis  Mcgowan 467 Hillandale 15033 260.00    
14624080 Tassi Thanos  Bass 313 MountLena 35977 470.00    
14624664 Barnes Kristen  Sawyer 323 Woodmore 31609 832.00    
14624890 Papas Bernice  Worthington 202 Brookmont 23993 751.00    
14625385 Hanno Michele  Brady 160 LeisureWorld 33625 1131.00   
14626291 Faulkner Donald  Holding 283 Fulton 21529 708.00    
14626656 Hale Faye  Thatcher 445 Buckeystown 27913 278.00    
14626753 Bender Stefania  Moon 379 LakeArbor 36873 232.00    
14627044 Zaro Elizabeth  Brooks 239 Catonsville 45161 580.00    
14627482 Collier Nectarios  York 398 Jesterville 36201 183.00    
14628302 Cooper Shelley  Ware 476 Highland 20185 260.00    
14629127 Mate Phillip  Ball 275 MarlowHeights 18729 951.00    
14629382 Zografopoulos Max  Bannister 301 Brookmont 30041 455.00    
14632093 Cummings Greg  Craig 274 Croom 18169 361.00    
14632099 Dyer Martin  Wills 246 Ellerslie 33065 484.00    
14632386 Kemp Elsie  Carpenter 100 Carlos 27129 408.00    
14632864 Dimitriou Glenn  Greenaway 305 Odenton 28697 196.00    
14634052 Wooten Dolores  Logan 210 ChevyChase 15929 883.00    
14635296 Deal Norman  Gregory 336 Beltsville 30713 589.00    
14635299 Swain Katharine  Lee 278 Owings 42921 101.00    
14635764 Hammond Kalika  Stamp 316 Dunkirk 13129 1020.00   
14636149 Goldman Eleftheria  Stewart 423 Carney 25001 249.00    
14637092 Harmon Katie  Dawson 131 SanMar 27465 1060.00   
14637106 Baros Philippos  Lynn 194 Mapleville 34857 833.00    
14637879 Friedman Alfred  Lister 352 LakeArbor 13577 1066.00   
14638637 Khan Dorice  Currie 365 Jugtown 28585 1051.00   
14638696 Rowland Nikolos  Rees 412 Bagtown 45049 397.00    
14639286 Robinson Janet  Ferguson 140 Marlboro 28473 198.00    
14639523 Wang Roy  Andrew 320 Clarksburg 30041 459.00    
14639551 Holmes Isaakios  Parry 171 TilghmanIsland 20969 572.00    
14640135 Lancaster Joshua  Sheppard 338 Powellville 35417 167.00    
14640218 Grimes Janice  York 441 BowmansAddition 43145 1156.00   
14640856 Mercer Julie  Kavanagh 184 Zihlman 22089 577.00    
14641109 Hahn Juan  Mccarthy 429 Rawlings 41801 902.00    
14641145 Morgan Parthenie  Bartlett 148 Linganore 13801 434.00    
14641270 Hopkins Claudios  Prentice 120 Tilghmanton 24217 634.00    
14641698 McGee Leah  Prince 333 Bivalve 37881 501.00    
14641746 Baros Zenon  Fletcher 315 Edgemere 20297 623.00    
14641849 Nash Pandora  Holden 294 Jarrettsville 18505 407.00    
14641902 Braswell Sergio  Durrant 381 AspenHill 23657 925.00    
14642107 Heath Titos  Shields 206 Grahamtown 14921 167.00    
14642609 Kelley Isaakios  Banks 212 Lamia 32505 632.00    
14644283 Hardy Scott  Tait 137 Accokeek 23993 112.00    
14644525 Barton Seth  Mcculloch 118 Rhodes 26681 1041.00   
14644961 Henson Demetri  Sinclair 454 Pecktonville 40121 1145.00   
14645086 Covington Bernard  Driscoll 405 Jesterville 30601 643.00    
14645333 Freeman Thanos  Crowther 359 Bethesda 28921 769.00    
14645351 Logothetis Mary  Wade 170 Cavetown 19065 517.00    
14645416 Braun Glen  Kirkpatrick 349 Madison 25561 393.00    
14645963 Huff Evangeline  Hirst 216 Brookmont 25113 941.00    
14646933 Kaya Lukas  Marsh 296 Waterview 26457 1149.00   
14647703 Garcia Louise  Parsons 442 Urbana 32841 296.00    
14648399 Vamvas Leigh  Proctor 167 Pylesville 15929 285.00    
14649251 Lassiter Cyma  Clay 196 Oldtown 29481 375.00    
14649288 Cowan Cecil  Wheatley 309 ForestGlen 17833 999.00    
14649653 Castellanos Matthias  Bishop 333 Damascus 29481 681.00    
14650196 Booras Ian  Dunkley 232 WestPocomoke 41241 458.00    
14650447 Cole Dean  Reynolds 173 Cockeysville 13689 1014.00   
14651971 Robinson Martha  Busby 444 Edgewood 18841 528.00    
14654055 McBride Carolos  Fleming 205 BallengerCreek 26793 193.00    
14655737 Sanders Tessa  Penn 485 EllicottCity 28473 1126.00   
14655912 Blanton Lysander  Lewis 472 Fairlee 13801 738.00    
14657543 Nixon Dionne  Hulme 186 Suitland 28473 259.00    
14657595 Kellis Greg  Harwood 118 Jugtown 29033 791.00    
14657963 Herndon Teresa  Andrews 389 Aquasco 45721 927.00    
14658051 Hendricks Tina  Randall 311 Ringgold 21529 512.00    
14658272 Kanakaris Charis  Bassett 178 Springdale 41913 712.00    
14660019 Logothetis Glenda  Chester 234 FortWashington 25113 368.00    
14660602 McCormick Nectarios  Rodgers 119 Lanham 23769 856.00    
14660908 Vaughan Ted  Harwood 393 Timonium 37769 667.00    
14661056 Pitts Marshall  Archer 461 McCoole 19513 909.00    
14661351 Rodriguez Kristen  Lopez 299 Breathedsville 18169 293.00    
14662291 Andreas William  Mulligan 363 Hutton 32393 293.00    
14662731 Mitropoulos Mitchell  Whelan 118 Spencerville 26681 272.00    
14663067 Chondroyannos Dominica  Walton 398 Pasadena 25673 669.00    
14664432 Creech Joe  Bob 423 Baden 12681 1063.00   
14665181 Snyder Orion  Lyons 468 Rosaryville 15369 242.00    
14666387 Craft Jan  Gates 421 Linganore 25113 858.00    
14667306 Best Ryan  Gunn 167 MountBriar 29929 908.00    
14667989 Robinson Tracey  Holloway 377 Darlington 33177 446.00    
14668716 Mena Anatolios  Ferreira 220 Ernstville 36873 801.00    
14671196 Herbert Oscar  Wagstaff 224 Detmold 37097 170.00    
14671435 Stafford Carolyn  Barker 281 Whaleyville 28697 429.00    
14671598 Anagnos Eleutherios  Hull 299 Heraklion 45049 634.00    
14673004 Cameron Iona  Copeland 395 SpringRidge 16265 833.00    
14674185 Terrell Gayle  Mill 253 Edgewater 28249 258.00    
14675043 Bishop Lucy  Morrison 238 WhiteOak 36537 1296.00   
14675147 Stavros James  Sharma 296 Scaggsville 13241 441.00    
14675487 O'Neal Derek  Nicholls 410 Parole 32505 226.00    
14675723 Khan Sean  Griffin 168 NorthBethesda 17161 400.00    
14675824 Kinney David  Plummer 326 Jessup 13017 908.00    
14676876 Foster Zachaios  Forrest 395 SouthLaurel 28697 926.00    
14676985 Nakos Eleni  Beck 284 Quantico 43145 1251.00   
14677605 Scarborough Derek  Bain 402 Jennings 36089 157.00    
14677744 Toles Demetios  Talbot 153 Hillandale 36761 376.00    
14677831 Wang Callia  Mclellan 157 Pylesville 26457 337.00    
14678797 Sweeney Laurence  Timms 164 Germantown 20633 194.00    
14678832 Harris Ioannes  Gunn 163 DealIsland 32393 536.00    
14678901 Rokos Damia  Mellor 109 Lamia 33177 1008.00   
14679977 Kinney Ray  Allman 226 CoralHills 20185 291.00    
14680604 McKee Costa  Norris 489 Oldtown 12793 399.00    
14680801 French Tracey  Chamberlain 416 GarrettsMill 16041 926.00    
14681111 Carson Xenia  Bowden 373 PleasantHills 19289 1161.00   
14681412 Pardo Tracey  Kerr 247 Adelphi 12681 1239.00   
14681517 Hoffman Terri  Kemp 486 Gapland 23881 395.00    
14681625 Holloway Socrates  Mellor 118 MountBriar 32057 626.00    
14682011 Walter Lucia  Hamer 188 Allen 38217 238.00    
14682446 Nance Maxine  Grant 130 Zihlman 32281 104.00    
14682615 Papathanasiou Ian  Bellamy 220 Konterra 22873 483.00    
14683584 Oliver Randall  Cole 414 Edgewood 20633 802.00    
14683644 Brown Darlene  Mulligan 183 Algonquin 39001 951.00    
14685129 Vick Stacey  Pritchard 303 Dunkirk 40905 772.00    
14686698 Mantzaris Dinos  Evans 145 Jugtown 43929 354.00    
14688211 Higgins Baptista  Holding 457 Huntingtown 21529 1069.00   
14690082 Lynn Thetis  Burnett 409 Cedarville 17497 753.00    
14691204 Biros Yanni  Poole 479 MountAetna 43817 1238.00   
14691665 Wright Juanita  Cunningham 476 Bensville 39001 361.00    
14691891 Vasiliou Claude  Proctor 378 Westphalia 27465 119.00    
14693401 Floyd Adam  Pritchard 477 Westphalia 25001 518.00    
14696015 Montgomery David  Blackburn 260 Corriganville 23657 1105.00   
14696249 Matthias Danielle  Horne 345 BallengerCreek 42921 1189.00   
14696722 Lias Demetra  Michael 447 GoldenBeach 14697 1099.00   
14697752 Byrd Daphney  Norman 442 Hillandale 16713 1275.00   
14698071 Kim Cassia  Pitt 304 Frenchtown-Rumbly 33737 1097.00   
14698216 Apostolidis Allan  Armstrong 294 Fulton 32281 1093.00   
14699517 Markos Angeliki  Simpson 365 OxonHill 28025 265.00    
14699584 Bender Virginia  Crane 248 OwingsMills 40233 120.00    
14701116 Andris Sherri  Bate 205 MountBriar 42361 682.00    
14702658 Greer Suzanne  Dickens 495 Parkville 22985 1001.00   
14702759 Kanelos Sherri  Love 345 SmithIsland 21529 591.00    
14703611 Law Evania  Potts 332 Gilmore 25561 1114.00   
14703695 Sanna Claude  Handley 482 MountBriar 16265 522.00    
14704418 Panagiotopoulos Athena  Bannister 263 WhiteMarsh 23657 793.00    
14704454 Banis Rhonda  Mahoney 378 KentNarrows 37321 701.00    
14705143 Sumner Calantha  Keenan 193 Shaft 14921 214.00    
14705673 Campbell Kathryn  Poole 209 Antietam 34409 1019.00   
14705731 Herndon Johnny  Dalton 202 SandyHook 33737 163.00    
14705837 Cunningham Salome  Best 442 Baden 37321 1269.00   
14706900 Kahn Ruth  Keeling 310 Heraklion 40009 429.00    
14707028 Fischer Edwin  Crawford 309 Woodland 33289 1178.00   
14708244 Nikas Suzanne  Duggan 418 Crofton 28137 987.00    
14708604 Baird Justina  Hunt 153 Buckeystown 26905 337.00    
14709257 Moss Bobby  Bostock 106 Katerini 28809 484.00    
14709656 Ioannou Charles  Humphreys 186 Cavetown 12905 106.00    
14709739 Gibson Julian  Neville 441 Friendly 42137 989.00    
14710526 Hardison Ron  Baker 256 OxonHill 40345 1283.00   
14710663 Blackburn Tatiana  Robson 368 Tilghmanton 42473 1045.00   
14710820 Gay Kim  Bolton 261 Waterview 26457 150.00    
14712391 Snyder Claudios  Stanton 398 Elliott 20185 835.00    
14712519 Summers Arnold  Payne 415 Timonium 13465 1203.00   
14712619 Carey Rebecca  Powell 444 Choptank 29145 641.00    
14713324 Kerr Aristides  Tucker 206 Lochearn 20857 962.00    
14713561 Stratigos Vasileios  Mcculloch 342 Bier 36425 150.00    
14714257 Papathanasiou Jacob  Dunlop 236 Fallston 13353 489.00    
14714413 Fitzpatrick Charis  Clark 387 Piney 31049 448.00    
14714421 O'Connell Carole  Carey 215 Flintstone 18057 977.00    
14715233 Ward Phillip  Pollard 111 Sabillasville 39337 1043.00   
14715888 Callas Leslie  Nelson 309 Brandywine 32393 498.00    
14716044 Papa Jeff  Miller 198 Parole 22089 298.00    
14716573 Crowder Kora  Penn 299 Lusby 23993 955.00    
14717207 Thornton Bradley  Norris 258 NationalHarbor 16825 824.00    
14717392 Bernstein Stephanie  Matthews 162 NorthPotomac 14361 1269.00   
14717488 Stewart Ione  Wilks 113 Calverton 41577 789.00    
14719227 Sharpe Mitchell  Duncan 491 Patras 31609 1232.00   
14719379 Barnes Shannon  Connolly 430 Lansdowne 37209 478.00    
14720170 Dunlap Evan  Byrne 229 Springdale 37209 1283.00   
14720250 Jennings Andrew  Bolton 274 Swanton 44713 880.00    
14721450 Harper Arlene  Irving 166 BrockHall 33625 1173.00   
14721718 Mellis Roberta  Hogg 213 Brandywine 31721 1247.00   
14722052 Wyatt Demetra  Amos 268 MarlowHeights 27577 1030.00   
14722118 Stone Hugh  Bowman 198 Lochearn 23097 544.00    
14722304 Kotas Donna  Mcintyre 434 Pylesville 35193 1102.00   
14722319 Anthis Leon  Salt 444 Fairland 22985 203.00    
14723249 Meyers Janice  Easton 400 Mechanicsville 42921 646.00    
14723968 Pritchard Chris  Parr 415 Choptank 16713 585.00    
14724058 Bynum Ryan  Allman 282 Chester 32617 1075.00   
14724155 Panas Leda  Smith 423 Calverton 45049 421.00    
14725751 Jamessonn Gene  Lacey 162 Essex 42697 303.00    
14725765 Campbell Matthew  Sheldon 378 Crownsville 42809 421.00    
14726257 Linard Victoria  Stuart 338 Tyaskin 31161 931.00    
14726367 Barefoot Eleanor  Garner 147 Kalamata 40457 1021.00   
14726438 Jason Faye  Forrester 415 Garrison 24329 435.00    
14726558 Cline Maichail  Atherton 266 NationalHarbor 37993 961.00    
14726704 McDonald Athena  Fawcett 365 Friendly 23881 506.00    
14727073 Montgomery Paulos  Reilly 100 BowleysQuarters 30041 1235.00   
14727169 Ronda Elisabeth  Robson 423 SpringGap 27241 428.00    
14729157 Cherry Sharon  Ball 430 Piney 38777 337.00    
14729394 Cooper Gina  Forrester 431 Mercersville 18841 242.00    
14729730 Henson Charlie  Garcia 293 Breathedsville 32953 1141.00   
14730123 Logo Carolos  Thorpe 244 BowlingGreen 28809 660.00    
14730369 Baris Carrie  Moon 365 Wheaton 20297 779.00    
14730392 Rubin Edna  Ridley 166 Arbutus 35977 211.00    
14731580 Kondos Anatolios  Clay 308 Mercersville 45161 1134.00   
14732217 Dunlap Leo  Jarvis 274 Konterra 25001 1128.00   
14732303 Hull Drucilla  Bowman 135 Jesterville 22425 194.00    
14732556 Mola Kalliope  Duff 199 Thessaloniki 14473 595.00    
14733360 Sgouros Megan  Webber 421 SouthLaurel 30041 992.00    
14733444 Wheeler Monica  Finch 137 Reisterstown 21529 661.00    
14733558 Kournas Jean  Mangnall 115 CoralHills 35193 170.00    
14734382 Bradley Lia  Kearns 465 SmithIsland 20633 1048.00   
14734409 Petralia Kathy  Campbell 432 Patras 28361 784.00    
14734942 Patrick Claudia  Henry 266 Detmold 18617 958.00    
14735120 Nikas Artemisia  Barry 269 Athens 23657 1241.00   
14735208 Hsu Jane  Smyth 450 Ringgold 40233 189.00    
14736504 Rao Christy  Singh 342 Joppatowne 14921 364.00    
14736999 Ball Nysa  Welsh 455 Bloomington 25897 1099.00   
14738018 Riggs Dan  Whitaker 303 OwingsMills 22425 417.00    
14738049 Manis Arete  Pearson 405 Clarysville 26345 891.00    
14738130 Petrakis Patricia  Whitworth 168 Finzel 30937 629.00    
14738424 Lekkas Jimmy  Fuller 405 Jarrettsville 16377 228.00    
14739689 Jenkins Rhea  Cross 149 Frenchtown-Rumbly 16153 1141.00   
14741248 Nasso Alekos  Payne 461 LongBeach 37657 765.00    
14742158 Goga Kalika  Lindsay 155 Tilghmanton 27241 1193.00   
14742216 Hubbard Laura  Finnegan 418 Bartonsville 15593 756.00    
14742883 Bradley Bruce  Hibbert 183 Shaft 33849 662.00    
14743670 Martha Hilda  Mann 252 Choptank 30601 1080.00   
14744078 Reeves Nancy  Wyatt 148 Chania 38777 735.00    
14744758 Bishop Niobe  Hamilton 146 LexingtonPark 28585 228.00    
14744806 Rondo Peter  Connolly 456 Katerini 20521 1203.00   
14745479 Kamber Max  Hope 190 Brandywine 14697 582.00    
14746256 Antonopoulos Warren  Elliott 429 Friendship 12793 825.00    
14747781 Knight Hippolytus  Churchill 467 NorthBethesda 22313 633.00    
14748754 Berry Doria  Fulton 384 Dargan 14809 697.00    
14748966 Dale Dionis  Ridley 469 Darlington 17385 943.00    
14749070 Baker Derek  Fox 216 Elkridge 20409 743.00    
14749235 Greenberg Leslie  Barr 373 Heraklion 27801 1125.00   
14749622 Holden Louise  Malone 163 Hillandale 27129 477.00    
14750501 Nikitas Parthenie  Sullivan 215 Mapleville 24665 274.00    
14750529 Spiros Eugene  Lister 362 National 31161 1094.00   
14751594 Craig Ken  Blackburn 341 Calverton 24217 136.00    
14751753 Christodoulou Constance  Delamarre 248 MarlowHeights 27577 910.00    
14752686 Davis Dale  Ferguson 293 LexingtonPark 14473 246.00    
14753803 Wallace Samuel  Connelly 176 Algonquin 15257 503.00    
14754247 Dickson Leandros  Ahmad 169 Point 44377 772.00    
14754626 Athas Dione  Park 120 LakeShore 18841 995.00    
14754853 Constantinou Aspasia  Coulson 478 Darnestown 16489 245.00    
14755374 Francis Earl  Atkins 124 Stockton 17049 1111.00   
14755614 Manikas Danielle  Milne 210 MountBriar 40793 679.00    
14755889 Giannopoulos Rick  Barry 175 Reisterstown 34633 1143.00   
14755961 Schaefer Hannah  Wilks 360 Towson 12457 772.00    
14757436 Riggs Lindsay  Dolan 115 WalkerMill 38105 298.00    
14757804 Velis Tonya  Mcdonald 147 Pecktonville 26905 1008.00   
14758067 Vokos Christos  Bloggs 413 Cavetown 16713 993.00    
14758924 Grimes Cletus  Daniel 497 Jarrettsville 43145 347.00    
14759019 Ivey Warren  Bryan 306 Andrews 43257 224.00    
14759106 Medlin Joel  Sheehan 423 Pondsville 33625 732.00    
14759306 Hardison Marsha  Martin 344 GlenBurnie 28249 784.00    
14759408 Floyd Amanda  Lyons 383 AnnapolisNeck 44377 901.00    
14759594 Paul Sharon  Greenaway 482 Monrovia 38329 1229.00   
14760309 Theodoridis Diona  Bourne 177 IndianSprings 14025 723.00    
14760839 Levin Markos  Storey 375 Chillum 14921 449.00    
14761048 Morrison Rosemary  Mcguire 108 Eckhart 41017 1146.00   
14761073 Hester Sandra  Wickens 377 Athens 14025 669.00    
14761429 Duncan Carrie  Hart 342 Summerfield 31609 612.00    
14761637 Curtis Damaris  Millar 376 Darlington 44153 126.00    
14761755 Wu Iona  Hudson 389 DamesQuarter 20073 863.00    
14762460 Kanakaris Costa  Watson 392 Timonium 36761 381.00    
14764480 Kotas Sophia  Campbell 108 MarlowHeights 14585 587.00    
14764795 Moysiadis Koren  Reader 478 Nikep 41577 967.00    
